date,sentiment_score
2025-07-15,0.004188888888888885
2025-07-16,-0.1427125
2025-07-17,0.08994545454545455
2025-07-18,-0.09052307692307693
2025-07-19,-0.35716666666666663
2025-07-20,0.0
2025-07-21,0.14705384615384617
2025-07-22,0.10711111111111112
2025-07-23,0.12712307692307692
